day,hour,SENS0008,SENS0010,SENS0012,SENS0017,SENS0018,SENS0019,SENS0020,SENS0021,SENS0022,SENS0023,SENS0027,SENS0028,SENS0030
2022-11-19,19,7.93640808,36.32816069,16.35700382,13.77271235,11.66232624,14.2708049,7.254915077,11.95184994,14.77185749,17.05204884,15.14850622,20.33326461,11.87320112
2022-11-19,20,7.922814533,36.2980362,16.26544024,13.76992797,11.65884805,14.23765618,7.246504064,11.94397902,14.75150506,17.04874564,15.16335451,20.30946637,11.87320112
2022-11-19,21,7.89821598,36.25287868,16.2117532,13.77271105,11.64580518,14.27086623,7.224223028,11.94660188,14.7310856,17.03446878,15.17529082,20.26990319,11.87582058
2022-11-19,22,7.838271489,36.23032914,16.16779217,13.77642356,11.62754755,14.21892644,7.224246904,11.94660246,14.69622912,17.00375393,15.17825577,20.25408795,11.87145555
2022-11-19,23,7.764941336,36.24035981,16.04377254,13.74767373,11.60669028,14.23386768,7.296665844,11.93610868,14.7078336,16.97308813,15.16038777,20.26199328,11.84701477
2022-11-20,0,7.784853814,36.24536217,15.95263124,13.72451083,11.59365784,14.19135472,7.352200359,11.93348582,14.77479208,16.91411298,15.10110819,20.32532042,11.82869005
2022-11-20,1,7.696616452,36.2603952,15.9557681,13.69766898,11.57802287,14.15728708,7.418700203,11.92561897,14.90352722,16.91192885,15.01232729,20.36501853,11.8051415
2022-11-20,2,7.569467682,36.26040385,15.8845166,13.6948962,11.57802417,14.19601968,7.465724002,11.92561839,15.07641011,16.95012949,14.95345641,20.38622604,11.7763747
2022-11-20,3,7.578523433,36.3005352,16.090009,13.66716333,11.55805056,14.30508328,7.444544304,11.92299726,15.18122245,16.9927909,14.93873626,20.43669114,11.74587973
2022-11-20,4,7.586797123,36.27544121,15.93408082,13.64777162,11.55457813,14.37351016,7.407638163,11.93348698,15.27667092,16.93374437,14.93588115,20.59971643,11.71366326
2022-11-20,5,7.529169834,36.26040385,15.8690976,13.63116022,11.54416084,14.43375996,7.288303516,11.93873329,15.25873457,16.94684922,14.83036763,20.70189649,11.69016447
2022-11-20,6,7.481353549,36.28045654,15.5903057,13.63116397,11.54936892,14.3649186,7.187952858,11.96234489,15.17228207,16.91410814,14.87426479,20.75862645,11.67189325
2022-11-20,7,7.440734815,36.24035116,15.4932109,13.61733034,11.54416153,14.31069127,7.109575268,11.98334605,15.06552111,16.89122072,14.83901275,20.71268048,11.65102176
2022-11-20,8,7.455583872,36.20779905,15.39670798,13.58968919,11.54155637,14.38605061,7.065600329,11.9912217,14.96811844,16.86184851,14.78938618,20.69109132,11.6379789
2022-11-20,9,7.435288431,36.14029515,15.27969315,13.58416245,11.5259342,14.27934177,6.985891723,11.9912223,14.8956463,16.86401978,14.75734723,20.62522199,11.64058674
2022-11-20,10,7.418660905,36.03553445,15.27667463,13.56207281,11.51291882,14.14311859,6.946379987,11.97546979,14.81273055,16.81949675,14.78060752,20.55677862,11.63276277
2022-11-20,11,7.354965453,35.93109876,15.22590074,13.54276918,11.4894968,14.13477071,6.911539152,11.98859768,14.79032622,16.80975235,14.73691778,20.47663335,11.62754709
2022-11-20,12,7.341061468,35.85668961,15.26175498,13.53173661,11.48429346,14.165803,6.861511073,11.97021876,14.70492752,16.79998164,14.74563932,20.43669114,11.61972629
2022-11-20,13,7.341126609,35.74291235,15.06864091,13.51520297,11.46348206,14.16304061,6.835993308,11.95972145,14.66139244,16.78048564,14.71364578,20.39288073,11.61972495
2022-11-20,14,7.304998353,35.67877728,15.25873645,13.48216947,11.44527832,14.10078897,6.804743481,11.96759414,14.62953412,16.76427264,14.73691612,20.31343846,11.62233233
2022-11-20,15,7.285521632,35.63444079,15.1040046,13.47942127,11.4166801,14.04439426,6.750681066,11.94397902,14.58326633,16.75128802,14.68459652,20.24620081,11.61364165
2022-11-20,16,7.271621653,35.56068384,15.01237148,13.44918258,11.40195241,14.04722412,6.748786639,11.92561839,14.55728796,16.7426482,14.68169704,20.22252233,11.61451063
